S0,K,moneyness,r,sigma,T,n,option_type,Greek,CV_MC,Original_TW,Corrected_TW,Original_TW_Error,Corrected_TW_Error,Original_TW_Abs_Error,Corrected_TW_Abs_Error,Improved
100,80.0,0.8,0.05,0.1,2.0,52,call,Delta,0.9522228668364541,0.9521029064542041,0.9546178624478507,-0.00011996038224992844,0.0023949956113966664,0.00011996038224992844,0.0023949956113966664,False
100,80.0,0.8,0.05,0.1,2.0,52,call,Vega,0.08340525082850547,0.13185029813733706,0.022874317362919783,0.04844504730883159,-0.06053093346558569,0.04844504730883159,0.06053093346558569,False
100,80.0,0.8,0.05,0.1,2.0,52,call,Rho,52.91279383836667,52.8942027948176,52.8942027948176,-0.01859104354906549,-0.01859104354906549,0.01859104354906549,0.01859104354906549,False
100,80.0,0.8,0.05,0.1,2.0,52,call,Theta_T,1.3249227697357835,1.3256467741213562,1.368262978451753,0.0007240043855727407,0.04334020871596955,0.0007240043855727407,0.04334020871596955,False
100,80.0,0.8,0.05,0.2,0.5,12,call,Delta,0.9861147294916428,0.98580209927837,0.9855167665315356,-0.00031263021327276874,-0.0005979629601071679,0.00031263021327276874,0.0005979629601071679,False
100,80.0,0.8,0.05,0.2,0.5,12,call,Vega,0.3300653801332487,0.3779499358493865,0.27575965901682764,0.04788455571613781,-0.05430572111642107,0.04788455571613781,0.05430572111642107,False
100,80.0,0.8,0.05,0.2,0.5,12,call,Rho,16.390953106810713,16.381905036837452,16.381905036837452,-0.009048069973260908,-0.009048069973260908,0.009048069973260908,0.009048069973260908,False
100,80.0,0.8,0.05,0.2,0.5,12,call,Theta_T,1.7051342320406881,1.7137705800658587,1.6834098050724933,0.008636348025170548,-0.021724426968194877,0.008636348025170548,0.021724426968194877,False
100,80.0,0.8,0.05,0.2,0.5,52,call,Delta,0.9861536286739003,0.9858694479450314,0.9859685209725377,-0.0002841807288689324,-0.0001851077013625968,0.0002841807288689324,0.0001851077013625968,True
100,80.0,0.8,0.05,0.2,0.5,52,call,Vega,0.20717142825255053,0.26028319615356565,0.14871022253082344,0.05311176790101513,-0.05846120572172708,0.05311176790101513,0.05846120572172708,False
100,80.0,0.8,0.05,0.2,0.5,52,call,Rho,14.853852310565685,14.844426331475091,14.844426331475091,-0.009425979090593728,-0.009425979090593728,0.009425979090593728,0.009425979090593728,False
100,80.0,0.8,0.05,0.2,0.5,52,call,Theta_T,1.5267392348737197,1.5364909598191723,1.5015117248727705,0.009751724945452622,-0.025227510000949138,0.009751724945452622,0.025227510000949138,False
100,80.0,0.8,0.05,0.2,1.0,12,call,Delta,0.9607820867383587,0.9594776036007424,0.9593972914419702,-0.0013044831376163302,-0.0013847952963885746,0.0013044831376163302,0.0013847952963885746,False
100,80.0,0.8,0.05,0.2,1.0,12,call,Vega,2.4555079222512433,2.7285131966205967,2.526754859276892,0.2730052743693534,0.07124693702564855,0.2730052743693534,0.07124693702564855,True
100,80.0,0.8,0.05,0.2,1.0,12,call,Rho,30.776090875317408,30.698108638365085,30.698108638365085,-0.07798223695232309,-0.07798223695232309,0.07798223695232309,0.07798223695232309,False
100,80.0,0.8,0.05,0.2,1.0,12,call,Theta_T,1.7844011519072644,1.8077509277270476,1.776142635369542,0.023349775819783147,-0.008258516537722471,0.023349775819783147,0.008258516537722471,True
100,80.0,0.8,0.05,0.2,1.0,52,call,Delta,0.9624299643866863,0.9610984678399248,0.9611991162523381,-0.001331496546761457,-0.0012308481343481503,0.001331496546761457,0.0012308481343481503,True
100,80.0,0.8,0.05,0.2,1.0,52,call,Vega,1.9134759267860346,2.2065776849640173,1.9807248257599497,0.2931017581779827,0.06724889897391506,0.2931017581779827,0.06724889897391506,True
100,80.0,0.8,0.05,0.2,1.0,52,call,Rho,27.95674516869795,27.878380506365374,27.878380506365374,-0.07836466233257511,-0.07836466233257511,0.07836466233257511,0.07836466233257511,False
100,80.0,0.8,0.05,0.2,1.0,52,call,Theta_T,1.5894263597420544,1.614570351738669,1.5765413640978654,0.025143991996614545,-0.01288499564418899,0.025143991996614545,0.01288499564418899,True
100,80.0,0.8,0.05,0.2,2.0,12,call,Delta,0.9122242200471931,0.9099432081528036,0.9118832408054445,-0.002281011894389451,-0.00034097924174858463,0.002281011894389451,0.00034097924174858463,True
100,80.0,0.8,0.05,0.2,2.0,12,call,Vega,7.658347116242581,8.407224493659271,7.75872309369241,0.7488773774166901,0.10037597744982918,0.7488773774166901,0.10037597744982918,True
100,80.0,0.8,0.05,0.2,2.0,12,call,Rho,53.69162738647404,53.38941337285519,53.38941337285519,-0.30221401361885114,-0.30221401361885114,0.30221401361885114,0.30221401361885114,False
100,80.0,0.8,0.05,0.2,2.0,12,call,Theta_T,1.725689652083373,1.7550985431076604,1.760809004388335,0.029408891024287342,0.03511935230496199,0.029408891024287342,0.03511935230496199,False
100,80.0,0.8,0.05,0.2,2.0,52,call,Delta,0.9140659012614805,0.9115171861432714,0.9132042554308484,-0.0025487151182090884,-0.0008616458306320851,0.0025487151182090884,0.0008616458306320851,True
100,80.0,0.8,0.05,0.2,2.0,52,call,Vega,6.5349284135454155,7.376618783908384,6.6745992119408015,0.8416903703629686,0.139670798395386,0.8416903703629686,0.139670798395386,True
100,80.0,0.8,0.05,0.2,2.0,52,call,Rho,48.773967807580476,48.44014716418599,48.44014716418599,-0.333820643394489,-0.333820643394489,0.333820643394489,0.333820643394489,False
100,80.0,0.8,0.05,0.2,2.0,52,call,Theta_T,1.5464336084118013,1.5798357310478384,1.5755210263840436,0.033402122636037035,0.029087417972242235,0.033402122636037035,0.029087417972242235,True
100,80.0,0.8,0.05,0.4,0.5,12,call,Delta,0.9171448512432789,0.9151121764470282,0.9153329058927362,-0.0020326747962506886,-0.001811945350542743,0.0020326747962506886,0.001811945350542743,True
100,80.0,0.8,0.05,0.4,0.5,12,call,Vega,5.69446653374861,6.100048640124811,5.776063658872843,0.40558210637620107,0.08159712512423312,0.40558210637620107,0.08159712512423312,True
100,80.0,0.8,0.05,0.4,0.5,12,call,Rho,14.362681596828963,14.284884684183652,14.284884684183652,-0.07779691264531152,-0.07779691264531152,0.07779691264531152,0.07779691264531152,False
100,80.0,0.8,0.05,0.4,0.5,12,call,Theta_T,3.7139427949565817,3.868501133806248,3.7460486971595763,0.1545583388496663,0.032105902202994585,0.1545583388496663,0.032105902202994585,True
100,80.0,0.8,0.05,0.4,0.5,52,call,Delta,0.9245679927906636,0.92166199625769,0.9219151919679724,-0.0029059965329736315,-0.002652800822691148,0.0029059965329736315,0.002652800822691148,True
100,80.0,0.8,0.05,0.4,0.5,52,call,Vega,4.885278014183925,5.37782847399626,5.014418881271965,0.49255045981233536,0.12914086708804007,0.49255045981233536,0.12914086708804007,True
100,80.0,0.8,0.05,0.4,0.5,52,call,Rho,13.170815915213296,13.071451708821513,13.071451708821513,-0.09936420639178323,-0.09936420639178323,0.09936420639178323,0.09936420639178323,False
100,80.0,0.8,0.05,0.4,0.5,52,call,Theta_T,3.2711752111225945,3.4582690433369745,3.3253134167098963,0.18709383221438003,0.05413820558730187,0.18709383221438003,0.05413820558730187,True
100,80.0,0.8,0.05,0.4,1.0,12,call,Delta,0.853230034660406,0.8517214160589326,0.8509496201869737,-0.0015086186014734437,-0.0022804144734323017,0.0015086186014734437,0.0022804144734323017,False
100,80.0,0.8,0.05,0.4,1.0,12,call,Vega,12.015440486129236,12.882690512174833,12.115279635970921,0.8672500260455962,0.09983914984168507,0.8672500260455962,0.09983914984168507,True
100,80.0,0.8,0.05,0.4,1.0,12,call,Rho,23.85617474361723,23.65373145888583,23.65373145888583,-0.20244328473140172,-0.20244328473140172,0.20244328473140172,0.20244328473140172,False
100,80.0,0.8,0.05,0.4,1.0,12,call,Theta_T,3.595092082471476,3.7592293279786038,3.6025151150889823,0.16413724550712772,0.007423032617506209,0.16413724550712772,0.007423032617506209,True
100,80.0,0.8,0.05,0.4,1.0,52,call,Delta,0.8584847591024847,0.8572321765289281,0.8562599780682589,-0.0012525825735565377,-0.0022247810342257424,0.0012525825735565377,0.0022247810342257424,False
100,80.0,0.8,0.05,0.4,1.0,52,call,Vega,10.885255739536248,11.83542025067652,11.013872937928326,0.9501645111402723,0.12861719839207808,0.9501645111402723,0.12861719839207808,True
100,80.0,0.8,0.05,0.4,1.0,52,call,Rho,21.775225942732845,21.571514384230994,21.571514384230994,-0.2037115585018512,-0.2037115585018512,0.2037115585018512,0.2037115585018512,False
100,80.0,0.8,0.05,0.4,1.0,52,call,Theta_T,3.2661097393535687,3.4456639093052477,3.2766442711036614,0.17955416995167894,0.010534531750092668,0.17955416995167894,0.010534531750092668,True
100,80.0,0.8,0.05,0.4,2.0,12,call,Delta,0.7932857017526729,0.7945425032320408,0.7929007464768212,0.0012568014793679083,-0.000384955275851695,0.0012568014793679083,0.000384955275851695,True
100,80.0,0.8,0.05,0.4,2.0,12,call,Vega,20.086462981828035,21.840284397622867,19.938414789914205,1.7538214157948318,-0.1480481919138299,1.7538214157948318,0.1480481919138299,True
100,80.0,0.8,0.05,0.4,2.0,12,call,Rho,36.06229799327565,35.64817769976969,35.64817769976969,-0.4141202935059596,-0.4141202935059596,0.4141202935059596,0.4141202935059596,False
100,80.0,0.8,0.05,0.4,2.0,12,call,Theta_T,2.910128652554018,3.0752363413607497,2.8898123643484475,0.16510768880673155,-0.020316288205570743,0.16510768880673155,0.020316288205570743,True
100,80.0,0.8,0.05,0.4,2.0,52,call,Delta,0.7952443808979304,0.7962916449219826,0.7939567143414905,0.0010472640240521969,-0.0012876665564398593,0.0010472640240521969,0.0012876665564398593,False
100,80.0,0.8,0.05,0.4,2.0,52,call,Vega,18.517049430940347,20.51899164423432,18.533561949841015,2.0019422132939724,0.016512518900668738,2.0019422132939724,0.016512518900668738,True
100,80.0,0.8,0.05,0.4,2.0,52,call,Rho,32.5661659946519,32.03421925531913,32.03421925531913,-0.531946739332767,-0.531946739332767,0.531946739332767,0.531946739332767,False
100,80.0,0.8,0.05,0.4,2.0,52,call,Theta_T,2.666066491270751,2.85275796574755,2.6514240927627597,0.1866914744767989,-0.014642398507991317,0.1866914744767989,0.014642398507991317,True
100,90.0,0.9,0.05,0.1,0.5,12,call,Delta,0.985910252098483,0.9857382200326636,0.9842884516479611,-0.00017203206581939412,-0.0016218004505219596,0.00017203206581939412,0.0016218004505219596,False
100,90.0,0.9,0.05,0.1,0.5,12,call,Vega,0.3590890091560439,0.3849620950227006,0.2910970762224352,0.02587308586665671,-0.06799193293360872,0.02587308586665671,0.06799193293360872,False
100,90.0,0.9,0.05,0.1,0.5,12,call,Rho,21.261581114728756,21.256609723900866,21.256609723900866,-0.004971390827890332,-0.004971390827890332,0.004971390827890332,0.004971390827890332,False
100,90.0,0.9,0.05,0.1,0.5,12,call,Theta_T,2.1619300475898484,2.164135611833329,2.1260466680196766,0.0022055642434803957,-0.03588337957017185,0.0022055642434803957,0.03588337957017185,False
100,90.0,0.9,0.05,0.1,0.5,52,call,Delta,0.9859467977510672,0.9857726686646906,0.9846224288086436,-0.0001741290863765954,-0.0013243689424236038,0.0001741290863765954,0.0013243689424236038,False
100,90.0,0.9,0.05,0.1,0.5,52,call,Vega,0.2413380176449209,0.27133700094239543,0.20096216111742393,0.029998983297474524,-0.04037585652749698,0.029998983297474524,0.04037585652749698,False
100,90.0,0.9,0.05,0.1,0.5,52,call,Rho,19.723991341731306,19.718205899659225,19.718205899659225,-0.005785442072081537,-0.005785442072081537,0.005785442072081537,0.005785442072081537,False
100,90.0,0.9,0.05,0.1,0.5,52,call,Theta_T,1.996467741983241,1.998935725227855,1.9633130532823095,0.002467983244613947,-0.03315468870093152,0.002467983244613947,0.03315468870093152,False
100,90.0,0.9,0.05,0.1,1.0,12,call,Delta,0.9638478977790221,0.9631203194732141,0.9614653498773951,-0.000727578305808052,-0.0023825479016270634,0.000727578305808052,0.0023825479016270634,False
100,90.0,0.9,0.05,0.1,1.0,12,call,Vega,2.1004874747463376,2.2398423509066845,2.2568857530878006,0.13935487616034692,0.15639827834146303,0.13935487616034692,0.15639827834146303,False
100,90.0,0.9,0.05,0.1,1.0,12,call,Rho,40.471573314819764,40.4264826456302,40.4264826456302,-0.045090669189562504,-0.045090669189562504,0.045090669189562504,0.045090669189562504,False
100,90.0,0.9,0.05,0.1,1.0,12,call,Theta_T,2.1280159322294523,2.1333020932882185,2.0989840012363192,0.0052861610587662256,-0.02903193099313306,0.0052861610587662256,0.02903193099313306,False
100,90.0,0.9,0.05,0.1,1.0,52,call,Delta,0.9646502066103224,0.9639752931035339,0.9624518304923058,-0.0006749135067884993,-0.002198376118016654,0.0006749135067884993,0.002198376118016654,False
100,90.0,0.9,0.05,0.1,1.0,52,call,Vega,1.6857357297785924,1.8238918758779477,1.8497136319641783,0.13815614609935523,0.16397790218558583,0.13815614609935523,0.16397790218558583,False
100,90.0,0.9,0.05,0.1,1.0,52,call,Rho,37.58508644655656,37.54716448931994,37.54716448931994,-0.03792195723661962,-0.03792195723661962,0.03792195723661962,0.03792195723661962,False
100,90.0,0.9,0.05,0.1,1.0,52,call,Theta_T,1.9634149448804905,1.9685380930841756,1.9348840375694731,0.005123148203685091,-0.028530907311017373,0.005123148203685091,0.028530907311017373,False
100,90.0,0.9,0.05,0.1,2.0,12,call,Delta,0.9269918732443472,0.9259802931861305,0.9256005003401935,-0.0010115800582166656,-0.0013913729041536982,0.0010115800582166656,0.0013913729041536982,False
100,90.0,0.9,0.05,0.1,2.0,12,call,Vega,5.5594592444494495,5.870095614436188,5.861348916982756,0.3106363699867387,0.30188967253330645,0.3106363699867387,0.30188967253330645,True
100,90.0,0.9,0.05,0.1,2.0,12,call,Rho,73.63770721442897,73.51778204377268,73.51778204377268,-0.1199251706562876,-0.1199251706562876,0.1199251706562876,0.1199251706562876,False
100,90.0,0.9,0.05,0.1,2.0,12,call,Theta_T,1.979981539300737,1.9846943116569626,1.9977317114943816,0.004712772356225692,0.01775017219364461,0.004712772356225692,0.01775017219364461,False
100,90.0,0.9,0.05,0.1,2.0,52,call,Delta,0.9271120396202637,0.9258101460426627,0.9251987835632747,-0.001301893577601021,-0.001913256056988999,0.001301893577601021,0.001913256056988999,False
100,90.0,0.9,0.05,0.1,2.0,52,call,Vega,4.773867715559987,5.1523553265244715,5.122963332834907,0.37848761096448413,0.34909561727491933,0.37848761096448413,0.34909561727491933,True
100,90.0,0.9,0.05,0.1,2.0,52,call,Rho,68.36643912673246,68.21261135733891,68.21261135733891,-0.15382776939354414,-0.15382776939354414,0.15382776939354414,0.15382776939354414,False
100,90.0,0.9,0.05,0.1,2.0,52,call,Theta_T,1.828395673093124,1.8341204508647424,1.8442174165778624,0.0057247777716185055,0.015821743484738526,0.0057247777716185055,0.015821743484738526,False
100,90.0,0.9,0.05,0.2,0.5,12,call,Delta,0.9113052794237841,0.9102445673506399,0.9087209097249449,-0.0010607120731442876,-0.0025843696988392395,0.0010607120731442876,0.0025843696988392395,False
100,90.0,0.9,0.05,0.2,0.5,12,call,Vega,6.1695151348830635,6.3622777261063135,6.226042634732032,0.19276259122325,0.05652749984896843,0.19276259122325,0.05652749984896843,True
100,90.0,0.9,0.05,0.2,0.5,12,call,Rho,19.147381864579316,19.113881816865685,19.113881816865685,-0.033500047713630465,-0.033500047713630465,0.033500047713630465,0.033500047713630465,False
100,90.0,0.9,0.05,0.2,0.5,12,call,Theta_T,3.149114107871114,3.183849938474963,3.159003351855678,0.034735830603849216,0.009889243984564366,0.034735830603849216,0.009889243984564366,True
100,90.0,0.9,0.05,0.2,0.5,52,call,Delta,0.9180085182127407,0.9168805146756309,0.9155207991781378,-0.0011280035371097341,-0.0024877190346028755,0.0011280035371097341,0.0024877190346028755,False
100,90.0,0.9,0.05,0.2,0.5,52,call,Vega,5.420636522101674,5.633366198190437,5.505600328450377,0.21272967608876314,0.08496380634870349,0.21272967608876314,0.08496380634870349,True
100,90.0,0.9,0.05,0.2,0.5,52,call,Rho,17.92275165386492,17.887899597512913,17.887899597512913,-0.034852056352008276,-0.034852056352008276,0.034852056352008276,0.034852056352008276,False
100,90.0,0.9,0.05,0.2,0.5,52,call,Theta_T,2.87657551633953,2.9154673922837127,2.890144712518201,0.03889187594418253,0.013569196178671028,0.03889187594418253,0.013569196178671028,True
100,90.0,0.9,0.05,0.2,1.0,12,call,Delta,0.8523624966389853,0.8521138745487189,0.8500826836991315,-0.0002486220902664371,-0.002279812939853798,0.0002486220902664371,0.002279812939853798,False
100,90.0,0.9,0.05,0.2,1.0,12,call,Vega,12.350108206985233,12.685983950378343,12.488728362765045,0.3358757433931103,0.13862015577981168,0.3358757433931103,0.13862015577981168,True
100,90.0,0.9,0.05,0.2,1.0,12,call,Rho,33.87155446480605,33.8355403849544,33.8355403849544,-0.036014079851653946,-0.036014079851653946,0.036014079851653946,0.036014079851653946,False
100,90.0,0.9,0.05,0.2,1.0,12,call,Theta_T,2.928998757883021,2.9603866549503843,2.9228037906527993,0.03138789706736311,-0.006194967230221948,0.03138789706736311,0.006194967230221948,True
100,90.0,0.9,0.05,0.2,1.0,52,call,Delta,0.8583007836997858,0.8574781624490857,0.8554281803585884,-0.0008226212507000952,-0.0028726033411974328,0.0008226212507000952,0.0028726033411974328,False
100,90.0,0.9,0.05,0.2,1.0,52,call,Vega,11.225496702712334,11.6481256349239,11.444627443875532,0.42262893221156617,0.2191307411631982,0.42262893221156617,0.2191307411631982,True
100,90.0,0.9,0.05,0.2,1.0,52,call,Rho,31.709717095322887,31.63262498039998,31.63262498039998,-0.07709211492290535,-0.07709211492290535,0.07709211492290535,0.07709211492290535,False
100,90.0,0.9,0.05,0.2,1.0,52,call,Theta_T,2.70789498124159,2.7464542247196055,2.706593031945208,0.03855924347801576,-0.0013019492963817214,0.03855924347801576,0.0013019492963817214,True
100,90.0,0.9,0.05,0.2,2.0,12,call,Delta,0.8035909976652356,0.8033427046374797,0.8017344195706677,-0.0002482930277558637,-0.0018565780945678512,0.0002482930277558637,0.0018565780945678512,False
100,90.0,0.9,0.05,0.2,2.0,12,call,Vega,19.774805906135562,20.512341665039457,19.945438143350813,0.7375357589038956,0.17063223721525134,0.7375357589038956,0.17063223721525134,True
100,90.0,0.9,0.05,0.2,2.0,12,call,Rho,58.088569909351406,57.94162809659831,57.94162809659831,-0.1469418127530986,-0.1469418127530986,0.1469418127530986,0.1469418127530986,False
100,90.0,0.9,0.05,0.2,2.0,12,call,Theta_T,2.440796746908238,2.474165615133259,2.4509239838455343,0.03336886822502105,0.010127236937296225,0.03336886822502105,0.010127236937296225,True
100,90.0,0.9,0.05,0.2,2.0,52,call,Delta,0.8049979602172375,0.8050552948830703,0.8030357183071324,5.733466583279778e-05,-0.001962241910105078,5.733466583279778e-05,0.001962241910105078,False
100,90.0,0.9,0.05,0.2,2.0,52,call,Vega,18.38618938162284,19.198875909745894,18.596306134480933,0.8126865281230522,0.21011675285809162,0.8126865281230522,0.21011675285809162,True
100,90.0,0.9,0.05,0.2,2.0,52,call,Rho,54.014810441955774,53.87217900480579,53.87217900480579,-0.14263143714998705,-0.14263143714998705,0.14263143714998705,0.14263143714998705,False
100,90.0,0.9,0.05,0.2,2.0,52,call,Theta_T,2.269636918735176,2.3067557729786348,2.2776313425519534,0.03711885424345862,0.007994423816777285,0.03711885424345862,0.007994423816777285,True
100,90.0,0.9,0.05,0.4,0.5,12,call,Delta,0.7683275526002298,0.770170993913073,0.7677853519053546,0.001843441312843197,-0.0005422006948752056,0.001843441312843197,0.0005422006948752056,True
100,90.0,0.9,0.05,0.4,0.5,12,call,Vega,12.557825801265743,12.87518121584963,12.55688303929059,0.3173554145838864,-0.0009427619751534166,0.3173554145838864,0.0009427619751534166,True
100,90.0,0.9,0.05,0.4,0.5,12,call,Rho,14.46402674237568,14.481724502823923,14.481724502823923,0.017697760448243116,0.017697760448243116,0.017697760448243116,0.017697760448243116,False
100,90.0,0.9,0.05,0.4,0.5,12,call,Theta_T,6.469503128589822,6.598259062877299,6.496739840314785,0.12875593428747667,0.02723671172496278,0.12875593428747667,0.02723671172496278,True
100,90.0,0.9,0.05,0.4,0.5,52,call,Delta,0.7746360192608481,0.7762607448098269,0.7737228092573911,0.0016247255489787449,-0.0009132100034570101,0.0016247255489787449,0.0009132100034570101,True
100,90.0,0.9,0.05,0.4,0.5,52,call,Vega,11.701712273897158,12.079629332085062,11.739758462477212,0.37791705818790433,0.03804618858005426,0.37791705818790433,0.03804618858005426,True
100,90.0,0.9,0.05,0.4,0.5,52,call,Rho,13.555497382471415,13.557183365486836,13.557183365486836,0.0016859830154203337,0.0016859830154203337,0.0016859830154203337,0.0016859830154203337,False
100,90.0,0.9,0.05,0.4,0.5,52,call,Theta_T,6.036008243432778,6.1875825448010024,6.079702499063919,0.1515743013682247,0.04369425563114149,0.1515743013682247,0.04369425563114149,True
100,90.0,0.9,0.05,0.4,1.0,12,call,Delta,0.7242785380765326,0.728009380627892,0.7239957546190823,0.003730842551359359,-0.00028278345745036404,0.003730842551359359,0.00028278345745036404,True
100,90.0,0.9,0.05,0.4,1.0,12,call,Vega,19.019272426017864,19.70745552790376,18.984279020665795,0.6881831018858975,-0.03499340535206841,0.6881831018858975,0.03499340535206841,True
100,90.0,0.9,0.05,0.4,1.0,12,call,Rho,24.139362128092756,24.215468003028207,24.215468003028207,0.0761058749354504,0.0761058749354504,0.0761058749354504,0.0761058749354504,False
100,90.0,0.9,0.05,0.4,1.0,12,call,Theta_T,5.0108756336782445,5.15227047581333,5.005000716692409,0.14139484213508524,-0.005874916985835199,0.14139484213508524,0.005874916985835199,True
100,90.0,0.9,0.05,0.4,1.0,52,call,Delta,0.726679786497284,0.730704943177205,0.7263268666044276,0.004025156679920983,-0.0003529198928564625,0.004025156679920983,0.0003529198928564625,True
100,90.0,0.9,0.05,0.4,1.0,52,call,Vega,17.890005806568077,18.677677512699553,17.918216487342598,0.7876717061314764,0.028210680774520824,0.7876717061314764,0.028210680774520824,True
100,90.0,0.9,0.05,0.4,1.0,52,call,Rho,22.46602684234489,22.51645470593644,22.51645470593644,0.05042786359155116,0.05042786359155116,0.05042786359155116,0.05042786359155116,False
100,90.0,0.9,0.05,0.4,1.0,52,call,Theta_T,4.700882852835662,4.861363927858404,4.705931110232329,0.16048107502274256,0.005048257396667033,0.16048107502274256,0.005048257396667033,True
100,90.0,0.9,0.05,0.4,2.0,12,call,Delta,0.6967744033059731,0.7023928495209297,0.696066013857326,0.005618446214956663,-0.0007083894486470399,0.005618446214956663,0.0007083894486470399,True
100,90.0,0.9,0.05,0.4,2.0,12,call,Vega,26.7729097772893,28.424882348199176,26.644342238002494,1.6519725709098765,-0.12856753928680575,1.6519725709098765,0.12856753928680575,True
100,90.0,0.9,0.05,0.4,2.0,12,call,Rho,38.10515417569604,38.15693832629918,38.15693832629918,0.05178415060314023,0.05178415060314023,0.05178415060314023,0.05178415060314023,False
100,90.0,0.9,0.05,0.4,2.0,12,call,Theta_T,3.629609371466964,3.7964139570101985,3.5974569131389256,0.1668045855432343,-0.03215245832803859,0.1668045855432343,0.03215245832803859,True
100,90.0,0.9,0.05,0.4,2.0,52,call,Delta,0.6942300312501715,0.7011340568204005,0.693991423024336,0.0069040255702290665,-0.00023860822583543495,0.0069040255702290665,0.00023860822583543495,True
100,90.0,0.9,0.05,0.4,2.0,52,call,Vega,25.30801264222582,27.122317836481002,25.27606955802497,1.8143051942551836,-0.03194308420084724,1.8143051942551836,0.03194308420084724,True
100,90.0,0.9,0.05,0.4,2.0,52,call,Rho,34.97469516348772,35.04222716868455,35.04222716868455,0.06753200519682423,0.06753200519682423,0.06753200519682423,0.06753200519682423,False
